FORMAT OF THE SUBSETTED FILE
    
    ITEMS                      FORMAT   
     
 1 YEAR                          I4        
 2 DOY                           I4        
 3 Hour                          I3        
 4 Dst-index, nT                 I6        
 5 f10.7_index                   F6.1

2018 317 20    -7  65.6
2018 317 21    -6  65.6
2018 317 22    -6  65.6
2018 317 23    -7  65.6
2018 318  0    -5  66.5
2018 318  1    -5  66.5
2018 318  2    -6  66.5
2018 318  3    -6  66.5
2018 318  4    -5  66.5
2018 318  5    -3  66.5
2018 318  6     0  66.5
2018 318  7     1  66.5
2018 318  8     1  66.5
2018 318  9     0  66.5
2018 318 10     1  66.5
2018 318 11     0  66.5
2018 318 12     0  66.5
2018 318 13    -1  66.5
2018 318 14     1  66.5
2018 318 15     1  66.5
2018 318 16     2  66.5
2018 318 17     1  66.5
2018 318 18     1  66.5
2018 318 19     0  66.5
2018 318 20    -2  66.5
2018 318 21    -5  66.5
2018 318 22    -7  66.5
2018 318 23    -7  66.5
2018 319  0    -6  66.9
2018 319  1    -6  66.9
2018 319  2    -6  66.9
2018 319  3    -7  66.9
2018 319  4    -7  66.9
2018 319  5    -6  66.9
2018 319  6    -4  66.9
2018 319  7    -2  66.9
2018 319  8    -2  66.9
2018 319  9    -3  66.9
2018 319 10    -3  66.9
2018 319 11    -3  66.9
2018 319 12    -3  66.9
2018 319 13    -4  66.9
2018 319 14    -4  66.9
2018 319 15    -2  66.9
2018 319 16     0  66.9
2018 319 17     1  66.9
2018 319 18     3  66.9
2018 319 19     2  66.9
2018 319 20     2  66.9
2018 319 21     1  66.9
2018 319 22     1  66.9
2018 319 23     3  66.9
2018 320  0     3  69.5
2018 320  1     4  69.5
2018 320  2     5  69.5
2018 320  3     2  69.5
2018 320  4    -1  69.5
2018 320  5     0  69.5
2018 320  6     0  69.5
2018 320  7    -1  69.5
2018 320  8     1  69.5
2018 320  9     2  69.5
2018 320 10     2  69.5
2018 320 11     3  69.5
2018 320 12     1  69.5
2018 320 13     0  69.5
2018 320 14    -1  69.5
2018 320 15    -3  69.5
2018 320 16    -1  69.5
2018 320 17     2  69.5
2018 320 18     2  69.5
2018 320 19     2  69.5
2018 320 20     2  69.5
2018 320 21     2  69.5
2018 320 22     4  69.5
2018 320 23     5  69.5
2018 321  0     5  71.7
2018 321  1     4  71.7
2018 321  2     4  71.7
2018 321  3     3  71.7
2018 321  4     1  71.7
2018 321  5    -2  71.7
2018 321  6    -3  71.7
2018 321  7    -2  71.7
2018 321  8    -1  71.7
2018 321  9     0  71.7
2018 321 10    -1  71.7
2018 321 11    -2  71.7
2018 321 12    -2  71.7
2018 321 13    -2  71.7
2018 321 14     0  71.7
2018 321 15     0  71.7
2018 321 16     0  71.7
2018 321 17    -3  71.7
2018 321 18    -3  71.7
2018 321 19    -4  71.7
2018 321 20    -4  71.7
2018 321 21    -4  71.7
2018 321 22    -4  71.7
2018 321 23    -4  71.7
2018 322  0    -6  70.6
2018 322  1    -6  70.6
2018 322  2    -6  70.6
2018 322  3    -6  70.6
2018 322  4    -3  70.6
2018 322  5    -1  70.6
2018 322  6     2  70.6
2018 322  7     2  70.6
2018 322  8     2  70.6
2018 322  9     3  70.6
2018 322 10     2  70.6
2018 322 11     2  70.6
2018 322 12     1  70.6
2018 322 13     0  70.6
2018 322 14     2  70.6
2018 322 15     5  70.6
2018 322 16     5  70.6
2018 322 17     4  70.6
2018 322 18     3  70.6
2018 322 19     4  70.6
2018 322 20     7  70.6
2018 322 21     9  70.6
2018 322 22    12  70.6
2018 322 23    12  70.6
2018 323  0    14  69.5
2018 323  1    13  69.5
2018 323  2    10  69.5
2018 323  3     5  69.5
2018 323  4     3  69.5
2018 323  5     4  69.5
2018 323  6     2  69.5
2018 323  7     1  69.5
2018 323  8     3  69.5
2018 323  9     3  69.5
2018 323 10     3  69.5
2018 323 11     3  69.5
2018 323 12     3  69.5
2018 323 13     3  69.5
2018 323 14     2  69.5
2018 323 15    -1  69.5
2018 323 16    -3  69.5
2018 323 17    -7  69.5
2018 323 18    -7  69.5
2018 323 19    -5  69.5
2018 323 20    -2  69.5
2018 323 21     1  69.5
2018 323 22     4  69.5
2018 323 23     4  69.5
2018 324  0    10  68.8
2018 324  1     9  68.8
2018 324  2     3  68.8
2018 324  3     0  68.8
2018 324  4    -1  68.8
2018 324  5    -1  68.8
2018 324  6    -6  68.8
2018 324  7    -6  68.8
2018 324  8    -2  68.8
2018 324  9    -1  68.8
2018 324 10    -2  68.8
2018 324 11    -3  68.8
2018 324 12    -4  68.8
2018 324 13    -3  68.8
2018 324 14     0  68.8
2018 324 15    -1  68.8
2018 324 16    -2  68.8
2018 324 17     3  68.8
2018 324 18     5  68.8
2018 324 19     6  68.8
2018 324 20     7  68.8
2018 324 21     3  68.8
2018 324 22     3  68.8
2018 324 23     6  68.8
2018 325  0    10  67.1
2018 325  1    13  67.1
2018 325  2    10  67.1
2018 325  3     8  67.1
2018 325  4     9  67.1
2018 325  5    14  67.1
2018 325  6    10  67.1
2018 325  7     4  67.1
2018 325  8     4  67.1
2018 325  9    -1  67.1
2018 325 10    -2  67.1
2018 325 11    -3  67.1
2018 325 12    -3  67.1
2018 325 13    -4  67.1
2018 325 14    -6  67.1
2018 325 15    -6  67.1
2018 325 16    -6  67.1
2018 325 17    -7  67.1
2018 325 18    -7  67.1
2018 325 19    -7  67.1
2018 325 20    -4  67.1
2018 325 21    -4  67.1
2018 325 22    -5  67.1
2018 325 23    -4  67.1
2018 326  0    -4  67.5
2018 326  1    -4  67.5
2018 326  2    -5  67.5
2018 326  3    -6  67.5
2018 326  4    -5  67.5
2018 326  5    -5  67.5
2018 326  6    -5  67.5
2018 326  7    -5  67.5
2018 326  8    -5  67.5
2018 326  9    -3  67.5
2018 326 10     0  67.5
2018 326 11     0  67.5
2018 326 12     2  67.5
2018 326 13     2  67.5
2018 326 14     1  67.5
2018 326 15     1  67.5
2018 326 16    -3  67.5
2018 326 17    -4  67.5
2018 326 18    -3  67.5
2018 326 19    -2  67.5
2018 326 20    -1  67.5
2018 326 21     3  67.5
2018 326 22     5  67.5
2018 326 23     5  67.5
2018 327  0     6  67.5
2018 327  1     7  67.5
2018 327  2     5  67.5
2018 327  3     4  67.5
2018 327  4     4  67.5
2018 327  5     7  67.5
2018 327  6     9  67.5
2018 327  7    11  67.5
2018 327  8     7  67.5
2018 327  9     7  67.5
2018 327 10     8  67.5
2018 327 11     7  67.5
2018 327 12     7  67.5
2018 327 13     6  67.5
2018 327 14     4  67.5
2018 327 15     3  67.5
2018 327 16     5  67.5
2018 327 17     5  67.5
2018 327 18     5  67.5
2018 327 19     4  67.5
2018 327 20     5  67.5
2018 327 21     4  67.5
2018 327 22     6  67.5
2018 327 23     8  67.5
2018 328  0    10  68.2
2018 328  1    10  68.2
2018 328  2     7  68.2
2018 328  3     6  68.2
2018 328  4     7  68.2
2018 328  5     6  68.2
2018 328  6     5  68.2
2018 328  7     4  68.2
2018 328  8     3  68.2
2018 328  9     2  68.2
2018 328 10     6  68.2
2018 328 11     9  68.2
2018 328 12    12  68.2
2018 328 13    13  68.2
2018 328 14     8  68.2
2018 328 15     5  68.2
2018 328 16     3  68.2
2018 328 17     7  68.2
2018 328 18    13  68.2
2018 328 19    11  68.2
2018 328 20     7  68.2
2018 328 21     9  68.2
2018 328 22    10  68.2
2018 328 23    12  68.2
2018 329  0    14  67.8
2018 329  1    16  67.8
2018 329  2    12  67.8
2018 329  3     3  67.8
2018 329  4     2  67.8
2018 329  5     2  67.8
2018 329  6     0  67.8
2018 329  7     1  67.8
2018 329  8     1  67.8
2018 329  9    -1  67.8
2018 329 10    -4  67.8
2018 329 11    -5  67.8
2018 329 12    -5  67.8
2018 329 13    -4  67.8
2018 329 14     0  67.8
2018 329 15     3  67.8
2018 329 16     5  67.8
2018 329 17     7  67.8
2018 329 18     6  67.8
2018 329 19     5  67.8
2018 329 20     2  67.8
2018 329 21    -1  67.8
2018 329 22    -3  67.8
2018 329 23    -3  67.8
2018 330  0    -2  66.8
2018 330  1     0  66.8
2018 330  2     0  66.8
2018 330  3     3  66.8
2018 330  4     4  66.8
2018 330  5     5  66.8
2018 330  6     6  66.8
2018 330  7     4  66.8
2018 330  8     2  66.8
2018 330  9     0  66.8
2018 330 10    -1  66.8
2018 330 11     0  66.8
2018 330 12     1  66.8
2018 330 13     2  66.8
2018 330 14     3  66.8
2018 330 15     3  66.8
2018 330 16     4  66.8
2018 330 17     3  66.8
2018 330 18     2  66.8
2018 330 19     1  66.8
2018 330 20     2  66.8
2018 330 21     3  66.8
2018 330 22     1  66.8
2018 330 23     1  66.8
2018 331  0     3  66.6
2018 331  1     5  66.6
2018 331  2     7  66.6
2018 331  3    11  66.6
2018 331  4    16  66.6
2018 331  5    17  66.6
2018 331  6    13  66.6
2018 331  7    12  66.6
2018 331  8    12  66.6
2018 331  9    12  66.6
2018 331 10     9  66.6
2018 331 11    12  66.6
2018 331 12    13  66.6
2018 331 13     9  66.6
2018 331 14    10  66.6
2018 331 15     7  66.6
2018 331 16     6  66.6
2018 331 17     8  66.6
2018 331 18     8  66.6
2018 331 19     4  66.6
2018 331 20     6  66.6
2018 331 21     3  66.6
2018 331 22    -2  66.6
2018 331 23     0  66.6
2018 332  0     2  65.7
2018 332  1     1  65.7
2018 332  2    -1  65.7
2018 332  3     1  65.7
2018 332  4     4  65.7
2018 332  5     5  65.7
2018 332  6     3  65.7
2018 332  7     2  65.7
2018 332  8     1  65.7
2018 332  9    -1  65.7
2018 332 10    -1  65.7
2018 332 11     1  65.7
2018 332 12     1  65.7
2018 332 13     0  65.7
2018 332 14     3  65.7
2018 332 15     3  65.7
2018 332 16     5  65.7
2018 332 17     5  65.7
2018 332 18     4  65.7
2018 332 19     3  65.7
2018 332 20     2  65.7
2018 332 21     1  65.7
2018 332 22    -1  65.7
2018 332 23    -4  65.7
2018 333  0    -4  66.0
2018 333  1     0  66.0
2018 333  2     0  66.0
2018 333  3     2  66.0
2018 333  4     5  66.0
2018 333  5     6  66.0
2018 333  6     5  66.0
2018 333  7     4  66.0
2018 333  8     4  66.0
2018 333  9     3  66.0
2018 333 10     1  66.0
2018 333 11    -1  66.0
2018 333 12    -2  66.0
2018 333 13    -4  66.0
2018 333 14    -2  66.0
2018 333 15    -2  66.0
2018 333 16     0  66.0
2018 333 17     1  66.0
2018 333 18     2  66.0
2018 333 19     0  66.0
2018 333 20     2  66.0
2018 333 21     2  66.0
2018 333 22     0  66.0
2018 333 23    -2  66.0
2018 334  0     1  66.1
2018 334  1     2  66.1
2018 334  2     1  66.1
2018 334  3     2  66.1
2018 334  4     4  66.1
2018 334  5     4  66.1
2018 334  6     4  66.1
2018 334  7     4  66.1
2018 334  8     4  66.1
2018 334  9     6  66.1
2018 334 10     6  66.1
2018 334 11     6  66.1
2018 334 12     4  66.1
2018 334 13     2  66.1
2018 334 14     1  66.1
2018 334 15     1  66.1
2018 334 16     3  66.1
2018 334 17     2  66.1
2018 334 18     4  66.1
2018 334 19     3  66.1
2018 334 20     4  66.1
2018 334 21     4  66.1
2018 334 22     4  66.1
2018 334 23     3  66.1
2018 335  0     7  67.4
2018 335  1     7  67.4
2018 335  2     6  67.4
2018 335  3     6  67.4
2018 335  4     4  67.4
2018 335  5     5  67.4
2018 335  6    10  67.4
2018 335  7    14  67.4
2018 335  8    16  67.4
2018 335  9    17  67.4
2018 335 10    16  67.4
2018 335 11    20  67.4
2018 335 12    15  67.4
2018 335 13     8  67.4
2018 335 14    10  67.4
2018 335 15    12  67.4
2018 335 16     7  67.4
2018 335 17     3  67.4
2018 335 18     3  67.4
2018 335 19    -1  67.4
2018 335 20    -5  67.4
2018 335 21    -3  67.4
2018 335 22     1  67.4
2018 335 23     1  67.4
2018 336  0     1  67.0
2018 336  1    -1  67.0
2018 336  2    -7  67.0
2018 336  3   -11  67.0
2018 336  4   -14  67.0
2018 336  5   -15  67.0
2018 336  6    -8  67.0
2018 336  7     0  67.0
2018 336  8     3  67.0
2018 336  9     2  67.0
2018 336 10     0  67.0
2018 336 11     2  67.0
2018 336 12    -3  67.0
2018 336 13    -4  67.0
2018 336 14    -3  67.0
2018 336 15    -4  67.0
2018 336 16    -6  67.0
2018 336 17    -8  67.0
2018 336 18   -11  67.0
2018 336 19   -10  67.0
2018 336 20   -10  67.0
2018 336 21    -7  67.0
2018 336 22    -8  67.0
2018 336 23    -3  67.0
2018 337  0     6  66.4
2018 337  1     7  66.4
2018 337  2     5  66.4
2018 337  3    -2  66.4
2018 337  4    -5  66.4
2018 337  5    -6  66.4
2018 337  6    -8  66.4
2018 337  7    -6  66.4
2018 337  8    -2  66.4
2018 337  9    -2  66.4
2018 337 10    -3  66.4
2018 337 11    -1  66.4
2018 337 12     0  66.4
2018 337 13    -1  66.4
2018 337 14    -5  66.4
2018 337 15    -8  66.4
2018 337 16   -14  66.4
2018 337 17   -16  66.4
2018 337 18   -15  66.4
2018 337 19   -14  66.4
2018 337 20   -10  66.4
2018 337 21    -6  66.4
2018 337 22    -5  66.4
2018 337 23    -2  66.4
2018 338  0    -1  66.8
2018 338  1    -4  66.8
2018 338  2    -8  66.8
2018 338  3   -13  66.8
2018 338  4   -14  66.8
2018 338  5   -16  66.8
2018 338  6   -15  66.8
2018 338  7   -15  66.8
2018 338  8   -14  66.8
2018 338  9    -8  66.8
2018 338 10    -5  66.8
2018 338 11    -2  66.8
2018 338 12    -1  66.8
2018 338 13     0  66.8
2018 338 14    -1  66.8
2018 338 15     3  66.8
2018 338 16    -1  66.8
2018 338 17    -6  66.8
2018 338 18    -9  66.8
2018 338 19    -6  66.8
2018 338 20    -4  66.8
2018 338 21    -1  66.8
2018 338 22    -3  66.8
2018 338 23    -1  66.8
2018 339  0    -2  68.8
2018 339  1    -2  68.8
2018 339  2    -3  68.8
2018 339  3    -5  68.8
2018 339  4    -5  68.8
2018 339  5    -4  68.8
2018 339  6    -4  68.8
2018 339  7    -3  68.8
2018 339  8    -2  68.8
2018 339  9    -1  68.8
2018 339 10     0  68.8
2018 339 11     2  68.8
2018 339 12     0  68.8
2018 339 13    -1  68.8
2018 339 14    -4  68.8
2018 339 15    -3  68.8
2018 339 16    -4  68.8
2018 339 17    -4  68.8
2018 339 18    -5  68.8
2018 339 19    -6  68.8
2018 339 20    -3  68.8
2018 339 21    -7  68.8
2018 339 22   -11  68.8
2018 339 23   -10  68.8
2018 340  0    -6  67.7
2018 340  1    -6  67.7
2018 340  2    -7  67.7
2018 340  3    -8  67.7
2018 340  4   -10  67.7
2018 340  5   -11  67.7
2018 340  6   -14  67.7
2018 340  7   -12  67.7
2018 340  8   -12  67.7
2018 340  9   -12  67.7
2018 340 10   -11  67.7
2018 340 11   -12  67.7
2018 340 12   -10  67.7
2018 340 13   -11  67.7
2018 340 14   -10  67.7
2018 340 15    -8  67.7
2018 340 16   -12  67.7
2018 340 17   -12  67.7
2018 340 18    -7  67.7
2018 340 19    -4  67.7
2018 340 20    -2  67.7
2018 340 21    -1  67.7
2018 340 22     1  67.7
2018 340 23     5  67.7
2018 341  0     9  68.1
2018 341  1    10  68.1
2018 341  2     9  68.1
2018 341  3     9  68.1
2018 341  4     7  68.1
2018 341  5     6  68.1
2018 341  6    11  68.1
2018 341  7     7  68.1
2018 341  8     5  68.1
2018 341  9    -1  68.1
2018 341 10     0  68.1
2018 341 11    -3  68.1
2018 341 12    -8  68.1
2018 341 13   -10  68.1
2018 341 14    -9  68.1
2018 341 15   -10  68.1
2018 341 16    -8  68.1
2018 341 17   -11  68.1
2018 341 18   -14  68.1
2018 341 19   -21  68.1
2018 341 20   -17  68.1
2018 341 21   -15  68.1
2018 341 22   -10  68.1
2018 341 23    -7  68.1
2018 342  0    -2  68.4
2018 342  1    -2  68.4
2018 342  2    -6  68.4
2018 342  3    -9  68.4
2018 342  4   -10  68.4
2018 342  5   -11  68.4
2018 342  6   -10  68.4
2018 342  7   -11  68.4
2018 342  8   -10  68.4
2018 342  9   -14  68.4
2018 342 10   -12  68.4
2018 342 11    -6  68.4
2018 342 12    -5  68.4
2018 342 13    -6  68.4
2018 342 14    -9  68.4
2018 342 15   -12  68.4
2018 342 16   -16  68.4
2018 342 17   -16  68.4
2018 342 18   -13  68.4
2018 342 19   -12  68.4
2018 342 20   -12  68.4
2018 342 21   -11  68.4
2018 342 22    -7  68.4
2018 342 23    -4  68.4
2018 343  0     0  69.5
2018 343  1    -1  69.5
2018 343  2     1  69.5
2018 343  3     5  69.5
2018 343  4     6  69.5
2018 343  5     2  69.5
2018 343  6     2  69.5
2018 343  7     1  69.5
2018 343  8     1  69.5
2018 343  9     3  69.5
2018 343 10     2  69.5
2018 343 11     8  69.5
2018 343 12     9  69.5
2018 343 13     7  69.5
2018 343 14     0  69.5
2018 343 15    -2  69.5
2018 343 16    -7  69.5
2018 343 17   -10  69.5
2018 343 18   -10  69.5
2018 343 19   -10  69.5
2018 343 20    -6  69.5
2018 343 21   -12  69.5
2018 343 22   -13  69.5
2018 343 23   -10  69.5
2018 344  0    -5  68.8
2018 344  1    -7  68.8
2018 344  2    -9  68.8
2018 344  3    -9  68.8
2018 344  4    -9  68.8
2018 344  5    -7  68.8
2018 344  6    -8  68.8
2018 344  7   -10  68.8
2018 344  8   -12  68.8
2018 344  9   -11  68.8
2018 344 10   -13  68.8
2018 344 11   -11  68.8
2018 344 12    -8  68.8
2018 344 13    -7  68.8
2018 344 14    -8  68.8
2018 344 15    -8  68.8
2018 344 16    -8  68.8
2018 344 17    -8  68.8
2018 344 18   -11  68.8
2018 344 19   -13  68.8
2018 344 20   -11  68.8
2018 344 21   -11  68.8
2018 344 22    -9  68.8
2018 344 23    -9  68.8
2018 345  0    -6  68.9
2018 345  1    -7  68.9
2018 345  2    -6  68.9
2018 345  3    -7  68.9
2018 345  4    -5  68.9
2018 345  5    -7  68.9
2018 345  6   -10  68.9
2018 345  7   -11  68.9
2018 345  8   -15  68.9
2018 345  9   -12  68.9
2018 345 10   -10  68.9
2018 345 11    -8  68.9
2018 345 12    -9  68.9
2018 345 13   -13  68.9
2018 345 14   -14  68.9
2018 345 15   -11  68.9
2018 345 16   -13  68.9
2018 345 17   -15  68.9
2018 345 18   -16  68.9
2018 345 19   -17  68.9
2018 345 20   -13  68.9
2018 345 21   -13  68.9
2018 345 22   -14  68.9
2018 345 23   -13  68.9
2018 346  0    -9  68.6
2018 346  1   -10  68.6
2018 346  2   -11  68.6
2018 346  3    -8  68.6
2018 346  4    -6  68.6
2018 346  5    -6  68.6
2018 346  6    -7  68.6
2018 346  7    -7  68.6
2018 346  8    -8  68.6
2018 346  9    -8  68.6
2018 346 10    -8  68.6
2018 346 11    -8  68.6
2018 346 12    -7  68.6
2018 346 13   -11  68.6
2018 346 14    -9  68.6
2018 346 15   -10  68.6
2018 346 16   -11  68.6
2018 346 17    -9  68.6
2018 346 18   -10  68.6
2018 346 19   -11  68.6
2018 346 20   -12  68.6
2018 346 21    -7  68.6
2018 346 22    -8  68.6
2018 346 23    -9  68.6
2018 347  0   -10  68.0
2018 347  1   -13  68.0
2018 347  2   -10  68.0
2018 347  3    -9  68.0
2018 347  4    -8  68.0
2018 347  5    -7  68.0
2018 347  6    -5  68.0
2018 347  7    -4  68.0
2018 347  8    -4  68.0
2018 347  9    -4  68.0
2018 347 10    -4  68.0
2018 347 11    -2  68.0
2018 347 12    -4  68.0
2018 347 13    -4  68.0
2018 347 14    -3  68.0
2018 347 15    -3  68.0
2018 347 16    -1  68.0
2018 347 17    -1  68.0
2018 347 18    -2  68.0
2018 347 19    -3  68.0
2018 347 20    -4  68.0
2018 347 21    -4  68.0
2018 347 22    -4  68.0
2018 347 23    -3  68.0
2018 348  0    -3  68.6
2018 348  1    -6  68.6
2018 348  2    -4  68.6
2018 348  3    -5  68.6
2018 348  4    -2  68.6
2018 348  5    -4  68.6
2018 348  6    -2  68.6
2018 348  7    -3  68.6
2018 348  8    -2  68.6
2018 348  9    -2  68.6
2018 348 10    -1  68.6
2018 348 11    -4  68.6
2018 348 12    -6  68.6
2018 348 13    -4  68.6
2018 348 14    -4  68.6
2018 348 15     0  68.6
2018 348 16     2  68.6
2018 348 17     2  68.6
2018 348 18     3  68.6
2018 348 19     3  68.6
2018 348 20     4  68.6
2018 348 21     6  68.6
2018 348 22     5  68.6
2018 348 23     1  68.6
2018 349  0     1  68.9
2018 349  1     1  68.9
2018 349  2     1  68.9
2018 349  3     2  68.9
2018 349  4     2  68.9
2018 349  5     1  68.9
2018 349  6     0  68.9
2018 349  7     0  68.9
2018 349  8    -3  68.9
2018 349  9    -3  68.9
2018 349 10    -3  68.9
2018 349 11    -2  68.9
2018 349 12    -1  68.9
2018 349 13    -1  68.9
2018 349 14    -2  68.9
2018 349 15    -3  68.9
2018 349 16    -2  68.9
2018 349 17    -1  68.9
2018 349 18     0  68.9
2018 349 19     0  68.9
2018 349 20     1  68.9
2018 349 21     1  68.9
2018 349 22     1  68.9
2018 349 23     0  68.9
2018 350  0     0  67.6
2018 350  1     1  67.6
2018 350  2     0  67.6
2018 350  3    -1  67.6
2018 350  4     1  67.6
2018 350  5     2  67.6
2018 350  6     3  67.6
2018 350  7     3  67.6
2018 350  8     4  67.6
2018 350  9     6  67.6
2018 350 10     6  67.6
2018 350 11     6  67.6
2018 350 12     5  67.6
2018 350 13     3  67.6
2018 350 14     4  67.6
2018 350 15     6  67.6
2018 350 16     5  67.6
2018 350 17     4  67.6
2018 350 18     1  67.6
2018 350 19     1  67.6
2018 350 20     1  67.6
2018 350 21    -1  67.6
2018 350 22     1  67.6
2018 350 23     6  67.6
2018 351  0    13  67.9
2018 351  1    15  67.9
2018 351  2    17  67.9
2018 351  3    16  67.9
2018 351  4    15  67.9
2018 351  5    18  67.9
2018 351  6    21  67.9
2018 351  7    18  67.9
2018 351  8    24  67.9
2018 351  9    24  67.9
2018 351 10    16  67.9
2018 351 11    12  67.9
2018 351 12    11  67.9
2018 351 13    10  67.9
2018 351 14     7  67.9
2018 351 15     3  67.9
2018 351 16     3  67.9
2018 351 17     6  67.9
2018 351 18     0  67.9
2018 351 19    -7  67.9
2018 351 20    -6  67.9
2018 351 21    -6  67.9
2018 351 22    -2  67.9
2018 351 23    -6  67.9
2018 352  0   -11  68.1
2018 352  1   -16  68.1
2018 352  2   -14  68.1
2018 352  3   -10  68.1
2018 352  4    -9  68.1
2018 352  5   -10  68.1
2018 352  6   -13  68.1
2018 352  7   -12  68.1
2018 352  8   -12  68.1
2018 352  9    -7  68.1
2018 352 10    -5  68.1
2018 352 11    -3  68.1
2018 352 12     2  68.1
2018 352 13     5  68.1
2018 352 14    -3  68.1
2018 352 15    -9  68.1
2018 352 16   -14  68.1
2018 352 17   -13  68.1
2018 352 18   -10  68.1
2018 352 19    -8  68.1
2018 352 20    -4  68.1
2018 352 21     0  68.1
2018 352 22     1  68.1
2018 352 23     1  68.1
2018 353  0     3  68.0
2018 353  1     0  68.0
2018 353  2    -1  68.0
2018 353  3    -3  68.0
2018 353  4    -5  68.0
2018 353  5   -10  68.0
2018 353  6    -8  68.0
2018 353  7    -8  68.0
2018 353  8    -9  68.0
2018 353  9   -11  68.0
2018 353 10    -9  68.0
2018 353 11   -10  68.0
2018 353 12    -6  68.0
2018 353 13    -5  68.0
2018 353 14    -4  68.0
2018 353 15    -2  68.0
2018 353 16    -3  68.0
2018 353 17    -3  68.0
